accession_name,location,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence in 3-month|CO_334:0000219,cassava mosaic disease severity in 3-month|CO_334:0000218,cassava bacterial blight incidence 3-month evaluation|CO_334:0000178,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,sprout count at three-month|CO_334:0000214,CMD I 6MAP,CMD S 6MAP,CBB I 6MAP,CBB S 6MAP,CGM I 6MAP,CGM S 6MAP,VIGOUR 6MAP,Cbb9i,Cbb9s,Cmd9i,Cmd9s,Vigor 9map,Vigor preharvest,Sprout Count Net,Plnt Ht 1,Plt Ht 2,Plt Ht 3,Arch,fresh shoot weight,fresh root weight per plot,marketable root number,marketable root weight measurement in kg,plant stands harvested ,root color visual rating 1-3,root number counting,storage root shape,Root Rot,weight in air,weight in water,spg,dmc.spg,fry,starch,DMc.oven
NR17C2aF33P002,umudike,131,11,,1,11,11,2,2,8,2,8,0,1,4,2,7,3,7,7,3,0,1,7,7,7,222,243,211,3,17.2,9.8,15,8.8,5,2,25,3,1,1080,90,1.090909091,30.58181818,12.25,16.56363636,37.61
NR17C2aF61P010,umudike,132,11,,1,11,12,4,4,1,2,5,4,3,1,2,4,2,7,5,3,3,3,7,7,5,165,192,200,3,11.8,8,8,6.8,4,1,17,3,NA,2370,290,1.139423077,38.25673077,10,26.79038462,40.86
NR17C2aF89P020,umudike,133,12,,1,12,12,0,1,8,2,8,0,1,3,2,6,3,7,7,2,0,1,7,7,7,138,202,165,3,4.4,8,9,7.01,5,1,17,2,2,3530,310,1.096273292,31.43043478,10,17.69440994,34.02
NR17C2aF98P001,umudike,134,12,,1,12,11,0,1,5,2,9,3,2,2,2,7,2,5,7,4,0,1,7,7,7,163,165,176,2,8.2,13,18,10.6,5,1,38,1,1,3850,320,1.090651558,30.54107649,16.25,16.50934844,36.06
NR17C2aF89P091,umudike,135,12,,1,12,10,4,4,4,2,9,2,3,6,2,8,2,7,8,3,0,1,7,7,7,203,176,215,3,6,13,16,12.2,6,1,20,1,NA,3850,300,1.084507042,29.56901408,16.25,15.21408451,29.07
NR17C2aF16P010,umudike,136,12,,1,12,9,0,1,7,2,7,0,1,3,2,6,3,7,6,2,0,1,7,7,6,185,187,184,3,10,14.8,19,13.8,5,1,20,3,NA,3150,330,1.117021277,34.71276596,18.5,22.06808511,39.51
NR17C2aF82P002,umudike,137,12,,1,12,8,10,4,0,1,10,0,1,5,1,6,3,5,6,2,3,3,7,7,6,208,183,170,3,5,6,10,3.8,3,1,26,3,NA,2080,210,1.112299465,33.9657754,7.5,21.07272727,36.91
NR17C2aF89P013,umudike,138,12,,1,12,7,0,1,3,2,7,0,1,4,2,6,4,5,6,2,0,1,5,5,6,136,125,129,1,1,2.4,3,2,3,1,6,3,NA,1650,190,1.130136986,36.78767123,3,24.83287671,40.41
NR17C2aF6P045,umudike,139,12,,1,12,6,0,1,9,2,9,0,1,7,3,7,4,7,7,2,0,1,7,7,7,206,201,212,1,7.4,8.6,11,7.2,6,2,24,1,NA,3240,300,1.102040816,32.34285714,10.75,18.91020408,41.46
NR17C2aF10P011,umudike,140,12,,1,12,5,3,4,3,2,6,3,2,1,2,4,2,3,5,2,4,3,5,5,4,113,171,95,1,2,4,5,3,3,1,10,1,NA,2320,250,1.120772947,35.30628019,5,22.8589372,38.86
NR17C2aF15P022,umudike,141,12,,1,12,4,0,1,4,2,4,0,1,3,2,3,2,5,3,2,0,1,7,7,3,193,203,148,3,4.6,9,13,7.8,2,1,18,3,NA,3250,280,1.094276094,31.11447811,11.25,17.27340067,29.27
NR17C2aF89P003,umudike,142,12,,1,12,3,0,1,10,2,10,6,2,8,2,8,4,5,6,2,0,1,7,7,7,135,145,142,2,4,9.6,18,9,5,1,26,3,NA,2080,210,1.112299465,33.9657754,12,21.07272727,34.12
NR17C2aF7P034,umudike,143,12,,1,12,2,0,1,2,2,7,3,2,3,2,6,3,5,7,2,0,1,7,7,6,166,126,199,4,4,8.8,12,7,4,1,19,2,NA,3400,230,1.072555205,27.67823344,11,12.69463722,47.25
NR17C2aF89P069,umudike,144,12,,1,12,1,0,1,2,2,4,0,1,2,2,3,3,5,4,2,0,1,7,7,4,158,122,154,1,0.6,3.6,3,3,3,1,7,2,NA,2700,300,1.125,35.975,4.5,23.75,34.815
NR17C2aF95P021,umudike,145,13,,1,13,1,0,1,10,2,10,5,2,3,2,8,3,3,8,2,0,1,3,3,7,119,174,125,3,3,2.8,4,1.4,5,1,19,3,NA,1210,150,1.141509434,38.58679245,3.5,27.23018868,42.76
NR17C2aF120P002,umudike,146,13,,1,13,2,5,4,2,2,5,2,2,1,2,4,3,3,4,2,2,2,3,3,3,105,85,75,1,0.4,2,3,1.6,2,1,8,3,1,1810,170,1.103658537,32.59878049,2.5,19.25121951,33.17
NR17C2aF90P008,umudike,147,13,,1,13,3,1,2,5,2,7,0,1,4,2,5,4,3,5,2,0,1,5,5,5,182,231,169,3,6.4,9.4,11,8,5,2,20,1,NA,,,NA,NA,,,36.46
NR17C2aF91P004,umudike,148,13,,1,13,4,0,1,3,2,9,0,1,3,2,7,3,5,7,2,0,1,5,5,7,143,142,169,3,3.8,5.8,7,4,5,2,19,3,NA,2430,230,1.104545455,32.73909091,7.25,19.43818182,37.21
NR17C2aF96P004,umudike,149,13,,1,13,5,0,1,1,2,1,0,1,0,1,1,2,3,0,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,
NR17C2aF89P096,umudike,150,13,,1,13,6,0,1,1,2,5,0,1,2,2,4,4,5,4,2,0,1,5,5,4,154,163,146,3,1.2,3,5,2.4,2,1,8,3,NA,1810,240,1.152866242,40.38343949,3.75,29.62420382,40.91
NR17C2aF95P015,umudike,151,13,,1,13,7,0,1,4,2,6,0,1,4,2,3,3,7,5,3,0,1,7,7,5,163,192,184,3,2,3.6,4,2,3,1,14,3,NA,1290,170,1.151785714,40.2125,4.5,29.39642857,40.01
NR17C2aF15P011,umudike,152,13,,1,13,8,3,4,2,2,5,3,2,3,2,3,3,7,3,2,2,2,7,7,3,215,198,186,3,3.8,3,4,2.6,1,1,9,3,NA,2260,260,1.13,36.766,3.75,24.804,47.75
NR17C2aF37P001,umudike,153,13,,1,13,9,0,1,0,1,7,0,1,2,2,6,3,5,6,2,0,1,5,5,5,103,139,136,3,1.8,3,3,2,2,1,13,3,NA,1270,120,1.104347826,32.70782609,3.75,19.39652174,37.36
NR17C2aF7P044,umudike,154,13,,1,13,10,0,1,10,2,10,0,1,5,2,7,3,7,7,2,0,1,7,7,7,218,175,176,3,10,23,22,18.4,7,2,50,3,1,4180,370,1.097112861,31.56325459,28.75,17.87139108,35.36
NR17C2aF103P001,umudike,155,13,,1,13,11,0,1,1,2,3,0,1,2,2,2,2,3,1,2,0,1,3,3,2,139,52,NA,3,0.2,0.6,0,0,1,1,4,3,NA,400,90,1.290322581,62.12903226,0.75,58.6,
NR17C2aF10P006,umudike,156,13,,1,13,12,0,1,2,2,8,0,1,5,3,7,3,7,7,2,0,1,7,7,7,154,191,202,3,6.2,13,17,10.2,6,1,34,3,NA,2960,320,1.121212121,35.37575758,16.25,22.95151515,45.45
NR17C2aF7P018,umudike,157,14,,1,14,12,0,1,5,2,5,0,1,2,2,4,4,3,3,2,2,2,5,5,4,101,110,84,2,2,8.3,13,8,3,1,18,3,NA,2260,260,1.13,36.766,10.375,24.804,37.21
NR17C2aF40P004,umudike,158,14,,1,14,11,10,4,6,2,10,7,3,7,2,7,3,5,6,2,6,3,5,5,7,130,157,162,3,10.4,9,10,7,7,2,19,3,NA,2400,260,1.121495327,35.42056075,11.25,23.01121495,42.86
NR17C2aF91P008,umudike,159,14,,1,14,10,0,1,4,2,8,0,1,2,2,5,3,5,5,3,0,1,5,5,6,99,106,85,2,2,4.2,7,3.4,3,1,14,3,NA,1800,200,1.125,35.975,5.25,23.75,42.31
NR17C2aF61P002,umudike,160,14,,1,14,9,4,4,1,2,4,3,3,1,2,3,4,5,4,4,0,1,7,7,4,159,186,162,1,0.2,2,6,1.6,2,2,8,3,NA,1340,120,1.098360656,31.76065574,2.5,18.13442623,25.725
NR17C2aF7P046,umudike,161,14,,1,14,8,0,1,2,2,4,0,1,2,2,3,3,3,1,2,0,1,3,3,2,94,60,NA,2,0.3,1,3,0.8,1,2,6,3,NA,870,100,1.12987013,36.74545455,1.25,24.77662338,
NR17C2aF114P004,umudike,162,14,,1,14,7,0,1,8,2,8,0,1,6,3,7,4,5,7,3,0,1,5,5,7,146,61,140,1,1.8,3.5,7,2.4,3,2,17,3,NA,1430,170,1.134920635,37.54444444,4.375,25.84126984,34.17
NR17C2aF94P013,umudike,163,14,,1,14,6,0,1,8,2,8,2,2,4,2,4,4,3,4,2,0,1,5,5,5,121,126,121,3,1.2,2.8,6,2.4,2,2,13,3,NA,1320,140,1.118644068,34.96949153,3.5,22.41016949,40.51
NR17C2aF89P014,umudike,164,14,,1,14,5,0,1,2,2,5,5,3,5,2,5,4,3,5,2,0,1,5,5,5,123,126,119,2,0.6,0.4,1,0.4,2,1,2,3,1,390,50,1.147058824,39.46470588,0.5,28.4,
NR17C2aF61P009,umudike,165,14,,1,14,4,0,1,4,2,9,5,2,5,2,5,3,3,5,2,0,1,5,5,5,110,94,86,2,1.6,9,12,7.8,3,2,18,2,NA,2810,240,1.093385214,30.97354086,11.25,17.08560311,36.81
NR17C2aF16P004,umudike,166,14,,1,14,3,0,1,0,1,3,2,2,2,2,2,3,3,2,2,0,1,5,5,2,130,140,NA,2,1,1.8,2,1.2,1,2,5,3,NA,1150,140,1.138613861,38.12871287,2.25,26.61980198,36.31
NR17C2aF10P017,umudike,167,14,,1,14,2,0,1,4,2,10,0,1,3,2,8,3,5,8,2,0,1,5,5,8,190,165,202,3,6,5,7,3.4,6,2,22,3,2,2270,130,1.060747664,25.81028037,6.25,10.20560748,43.11
NR17C2aF29P001,umudike,168,14,,1,14,1,1,2,0,1,10,0,1,2,2,5,3,3,5,2,2,2,5,5,5,110,117,123,2,1.3,3,3,2.4,3,2,7,3,NA,2070,200,1.106951872,33.1197861,3.75,19.94545455,44.755
NR17C2aF91P001,umudike,169,15,,1,15,1,0,1,4,2,9,3,2,7,2,7,2,5,7,2,0,1,5,5,7,110,97,128,3,5,10.4,8,8.2,5,1,19,3,NA,3730,380,1.113432836,34.14507463,13,21.31164179,42.96
NR17C2aF7P067,umudike,170,15,,1,15,2,0,1,2,2,6,0,1,0,1,4,3,3,5,3,0,1,5,5,5,121,126,130,3,1,3.8,6,3.2,3,1,14,3,NA,1790,210,1.132911392,37.22658228,4.75,25.41772152,43.96
NR17C2aF6P006,umudike,171,15,,1,15,3,0,1,5,2,10,0,1,5,2,8,3,5,8,2,0,1,5,5,7,120,106,114,2,1.6,6,7,5,4,2,13,3,NA,2430,180,1.08,28.856,7.5,14.264,26.12
NR17C2aF93P009,umudike,172,15,,1,15,4,0,1,6,2,9,0,1,7,2,7,2,5,7,2,0,1,5,5,6,155,204,126,1,5,6.2,6,4.6,5,1,19,2,1,1580,170,1.120567376,35.27375887,7.75,22.81560284,38.91
NR17C2aF62P015,umudike,173,15,,1,15,5,0,1,9,2,9,0,1,7,3,7,3,5,7,2,0,1,7,7,7,123,112,124,3,2,5,8,3.4,4,1,18,3,NA,1780,200,1.126582278,36.22531646,6.25,24.0835443,45.7
NR17C2aF89P050,umudike,174,15,,1,15,6,0,1,10,2,10,3,2,5,3,8,4,3,8,2,0,1,5,5,8,70,142,146,1,1.8,6,7,4.8,5,1,15,3,NA,3290,230,1.075163399,28.09084967,7.5,13.24444444,35.71
NR17C2aF61P004,umudike,175,15,,1,15,7,0,1,1,2,7,0,1,5,2,5,4,5,5,2,0,1,5,5,5,126,167,164,3,2.8,5,8,4,3,1,15,3,NA,2720,270,1.110204082,33.63428571,6.25,20.63102041,35.86
NR17C2aF69P009,umudike,176,15,,1,15,8,6,4,2,2,7,6,3,6,2,6,3,3,4,2,0,1,5,5,6,105,93,82,1,4,6.6,7,5.2,4,2,19,2,NA,1790,140,1.084848485,29.6230303,8.25,15.28606061,30.8
NR17C2aF7P030,umudike,177,15,,1,15,9,0,1,0,1,0,0,1,4,2,4,4,5,4,2,0,1,7,7,3,132,166,120,2,1.2,4.4,5,4.2,2,1,6,3,NA,2400,250,1.11627907,34.59534884,5.5,21.91162791,39.07
NR17C2aF65P024,umudike,178,15,,1,15,10,1,4,2,4,5,0,1,2,2,4,4,7,4,2,0,1,7,7,4,180,125,191,1,1.8,3.8,5,3,3,1,11,3,NA,1780,200,1.126582278,36.22531646,4.75,24.0835443,38.31
NR17C2aF7P017,umudike,179,15,,1,15,11,0,1,4,2,8,0,1,7,2,7,3,3,7,3,0,1,3,3,6,119,80,128,2,0.8,7,11,5.8,4,2,21,3,1,2940,230,1.084870849,29.62656827,8.75,15.29077491,27.635
NR17C2aF82P005,umudike,180,15,,1,15,12,0,1,4,2,9,0,1,5,2,5,3,5,5,3,0,1,7,7,5,183,202,200,3,6.2,8.2,12,7,5,2,21,2,NA,1610,140,1.095238095,31.26666667,10.25,17.47619048,37.26
NR17C2aF15P041,umudike,181,16,,1,16,12,9,4,2,2,9,8,4,8,2,8,3,5,8,2,8,4,7,7,8,206,198,187,3,5,8,14,7,5,1,23,3,NA,2970,310,1.116541353,34.63684211,10,21.96691729,39.99
NR17C2aF62P020,umudike,182,16,,1,16,11,0,1,9,2,9,3,2,6,2,7,3,5,7,2,0,1,7,7,7,202,206,221,2,9.4,16.6,17,14,6,1,30,2,NA,3220,320,1.110344828,33.65655172,20.75,20.66068966,30.62
NR17C2aF7P062,umudike,183,16,,1,16,10,9,4,4,2,10,4,4,6,2,7,3,5,7,2,7,3,7,7,7,178,184,170,3,6.8,10.2,16,8.8,5,1,28,3,NA,3190,350,1.123239437,35.69647887,12.75,23.37887324,36.9
NR17C2aF92P005,umudike,184,16,,1,16,9,0,1,6,2,9,0,1,5,2,7,2,5,7,3,0,1,5,5,7,150,160,173,2,6.8,13,23,10.2,5,1,41,3,NA,2760,290,1.117408907,34.77408907,16.25,22.14979757,38.44
NR17C2aF81P003,umudike,185,16,,1,16,8,0,1,0,1,5,0,1,5,2,5,3,3,4,2,0,1,3,3,4,130,136,132,2,3,4.2,7,4,3,1,12,3,NA,2080,230,1.124324324,35.86810811,5.25,23.60756757,37.91
NR17C2aF92P002,umudike,186,16,,1,16,7,0,1,6,2,6,0,1,2,2,5,3,5,5,2,0,1,5,5,5,118,186,185,3,2.4,3.8,7,3.6,2,1,16,3,1,2310,200,1.09478673,31.19526066,4.75,17.38104265,33.85
NR17C2aF10P036,umudike,187,16,,1,16,6,0,1,2,2,5,0,1,5,2,5,2,3,5,2,0,1,3,3,4,84,120,123,3,1.2,7.4,14,7.4,5,2,14,3,NA,3080,270,1.096085409,31.40071174,9.25,17.65480427,40.21
NR17C2aF66P014,umudike,188,16,,1,16,5,1,4,10,3,10,6,3,5,2,7,3,7,7,4,2,2,7,7,7,180,155,158,2,6,7.6,5,3.2,5,1,21,3,NA,2030,210,1.115384615,34.45384615,9.5,21.72307692,35.95
NR17C2aF95P011,umudike,189,16,,1,16,4,0,1,7,2,7,0,1,3,2,7,3,3,7,2,0,1,7,7,7,130,153,135,3,2.2,3.4,4,2.4,4,1,12,3,NA,1760,230,1.150326797,39.98169935,4.25,29.08888889,43.33
NR17C2aF81P002,umudike,190,16,,1,16,3,0,1,4,2,10,0,1,1,2,8,3,5,7,2,0,1,7,7,7,134,178,172,1,4,5.8,7,3.6,5,2,17,3,NA,2330,130,1.059090909,25.54818182,7.25,9.856363636,25.375
NR17C2aF89P045,umudike,191,16,,1,16,2,0,1,0,1,6,0,1,4,2,4,3,3,4,2,0,1,5,5,6,130,120,126,2,1.4,1.8,3,1,2,1,8,3,NA,1050,130,1.141304348,38.55434783,2.25,27.18695652,40.63
NR17C2aF83P018,umudike,192,16,,1,16,1,10,3,3,2,10,5,2,3,2,8,3,3,8,2,3,3,7,7,8,158,140,142,1,6.8,18,13,17.8,6,1,16,2,NA,4420,360,1.088669951,30.22758621,22.5,16.09162562,37.45
NR17C2aF89P021,umudike,193,17,,1,17,1,9,4,9,2,9,2,3,4,2,7,3,7,6,2,5,3,7,7,6,219,209,210,1,4,3.2,6,2,4,1,10,3,1,1670,160,1.105960265,32.96291391,4,19.73642384,41.61
NR17C2aF54P002,umudike,194,17,,1,17,2,0,1,3,2,8,0,1,7,2,7,2,5,7,2,0,1,5,5,7,184,110,98,4,3.4,7.2,10,6.6,5,2,15,1,NA,2820,250,1.097276265,31.58910506,9,17.90583658,40.13
NR17C2aF121P001,umudike,195,17,,1,17,3,0,1,4,2,8,0,1,2,2,5,3,3,5,2,0,1,5,5,5,118,110,120,3,1.4,6.2,12,5.8,3,2,18,2,NA,2680,170,1.067729084,26.91474104,7.75,11.67729084,21.68
NR17C2aF90P001,umudike,196,17,,1,17,4,0,1,10,2,10,3,2,4,2,8,4,5,8,2,0,1,7,7,7,124,185,134,3,6,10.2,12,8.6,4,1,23,1,NA,3500,390,1.125401929,36.03858521,12.75,23.83472669,42.8
NR17C2aF92P001,umudike,197,17,,1,17,5,0,1,1,2,5,0,1,3,2,5,3,5,5,2,0,1,5,5,4,162,181,130,2,1.3,2,3,1.6,2,1,7,3,NA,1320,190,1.168141593,42.8,2.5,32.84424779,44.55
NR17C2aF91P011,umudike,198,17,,1,17,6,0,1,8,2,8,0,1,6,2,6,3,7,5,2,0,1,7,7,5,294,180,169,1,3.6,4.2,3,2.2,4,2,10,3,NA,2120,300,1.164835165,42.27692308,5.25,32.14725275,
NR17C2aF3P010,umudike,199,17,,1,17,7,0,1,1,2,4,0,1,1,2,3,3,3,3,2,0,1,5,5,3,140,151,NA,1,0.2,2.2,4,2,2,2,6,3,NA,1830,210,1.12962963,36.70740741,2.75,24.72592593,35.5
NR17C2aF79P008,umudike,200,17,,1,17,8,0,1,6,2,6,2,2,5,3,5,3,5,5,2,0,1,7,7,5,176,160,163,2,2.8,8.2,14,7,3,2,18,3,NA,2790,400,1.167364017,42.67698745,10.25,32.68033473,47.7
NR17C2aF65P020,umudike,201,17,,1,17,9,5,3,4,2,10,2,2,2,2,8,2,5,8,2,0,1,5,5,8,134,130,136,1,2,5.2,11,4.2,6,1,19,3,NA,2150,250,1.131578947,37.01578947,6.5,25.13684211,39.21
NR17C2aF39P002,umudike,202,17,,1,17,10,0,1,5,2,10,0,1,6,2,6,3,7,7,2,0,1,7,7,7,222,180,176,1,3.2,4.2,5,2.6,4,2,12,3,NA,2270,330,1.170103093,43.11030928,5.25,33.25773196,46.35
NR17C2aF7P050,umudike,203,17,,1,17,11,2,4,2,2,8,0,1,7,2,7,3,3,6,2,0,1,5,5,7,100,143,145,3,3,9.2,10,7,5,2,17,3,NA,3160,330,1.116607774,34.64734982,11.5,21.98091873,38.55
NR17C2aF61P007,umudike,204,17,,1,17,12,0,1,1,2,6,0,1,5,3,5,4,7,5,2,0,1,7,7,5,200,173,197,2,2.3,6,8,4,3,1,17,3,NA,2210,230,1.116161616,34.57676768,7.5,21.88686869,36.7
NR17C2aF71P001,umudike,1,18,,2,18,12,0,1,2,2,4,0,1,4,3,4,4,7,4,2,0,1,7,7,3,200,189,161,2,2,3.1,3,2,2,1,11,3,NA,2080,210,1.112299465,33.9657754,3.875,21.07272727,45.05
NR17C2aF14P016,umudike,2,18,,2,18,11,0,1,2,2,3,2,2,1,2,2,4,7,2,2,0,1,7,7,2,184,185,NA,3,3,4.8,6,4.6,2,1,9,2,NA,2250,230,1.113861386,34.21287129,6,21.4019802,43.86
NR17C2aF89P041,umudike,3,18,,2,18,10,1,3,0,1,1,1,2,1,2,1,2,3,1,2,0,1,5,5,1,138,NA,NA,1,0.2,1.2,1,0.6,1,1,4,3,NA,,,NA,NA,,,
NR17C2aF7P067,umudike,4,18,,2,18,9,0,1,2,2,7,0,1,3,2,5,2,5,5,2,0,1,7,7,5,193,184,134,3,4,8.4,12,7,3,1,21,3,NA,2830,360,1.145748988,39.25748988,10.5,28.12388664,45.105
NR17C2aF79P007,umudike,5,18,,2,18,8,0,1,7,2,7,0,1,5,2,5,2,5,5,2,0,1,7,7,5,198,203,136,1,2,3.4,7,2.4,4,1,12,3,NA,2810,350,1.142276423,38.70813008,4.25,27.39186992,
NR17C2aF120P002,umudike,6,18,,2,18,7,3,4,1,2,4,3,2,3,2,3,3,5,3,2,2,2,5,5,3,140,138,89,1,0.8,1.8,4,1.2,1,1,8,3,NA,1180,140,1.134615385,37.49615385,2.25,25.77692308,
NR17C2aF121P005,umudike,7,18,,2,18,6,0,1,1,2,8,0,1,6,2,6,3,7,6,2,0,1,7,7,7,157,162,160,3,5.2,8.2,10,4.8,4,2,28,3,NA,2750,240,1.09561753,31.32669323,10.25,17.5561753,40.86
NR17C2aF60P007,umudike,8,18,,2,18,5,0,1,3,2,3,0,1,2,2,2,3,5,2,2,0,1,7,7,3,130,138,98,2,4.2,2.4,4,1.8,4,1,10,3,1,1920,270,1.163636364,42.08727273,3,31.89454545,
NR17C2aF98P001,umudike,9,18,,2,18,4,0,1,10,2,10,4,2,3,2,6,3,5,6,2,0,1,7,7,6,120,160,126,2,3.6,8.2,16,6,5,1,32,3,1,2800,300,1.12,35.184,10.25,22.696,
NR17C2aF90P001,umudike,10,18,,2,18,3,0,1,9,2,9,0,1,7,3,7,2,5,7,3,0,1,5,5,7,140,139,141,3,6.2,10.2,12,7.2,5,1,26,3,NA,3420,360,1.117647059,34.81176471,12.75,22.2,
NR17C2aF1P003,umudike,11,18,,2,18,2,0,1,9,2,9,0,1,7,2,7,3,5,7,2,0,1,5,5,7,135,137,120,3,4,8,12,5,6,1,23,3,1,3000,340,1.127819549,36.42105263,10,24.3443609,
NR17C2aF89P084,umudike,12,18,,2,18,1,0,1,0,1,5,0,1,4,2,4,3,3,4,2,0,1,5,5,2,125,185,173,3,,,,,,,,,,,,NA,NA,,,
NR17C2aF18P015,umudike,13,19,,2,19,1,0,1,2,2,7,3,2,2,2,6,2,5,6,2,0,1,5,5,5,164,130,125,3,1,5,7,4.8,4,2,13,3,NA,2420,270,1.125581395,36.06697674,6.25,23.87255814,
NR8082,umudike,14,19,1,2,19,2,7,3,5,2,8,5,2,2,2,6,2,5,3,2,3,2,5,5,5,107,86,110,1,4,7,11,5.4,4,1,29,2,NA,2230,220,1.109452736,33.51542289,8.75,20.47263682,32.02
NR17C2aF7P044,umudike,15,19,,2,19,3,0,1,9,3,9,0,1,4,2,6,2,5,6,2,0,1,7,7,5,162,135,149,4,6,16.8,18,15.4,4,2,29,3,1,3950,390,1.109550562,33.53089888,21,20.49325843,36.215
NR17C2aF61P008,umudike,16,19,,2,19,4,0,1,0,1,6,0,1,5,2,5,3,5,5,2,0,1,7,7,5,160,120,164,4,2.6,5.4,9,5.2,3,1,11,3,NA,3080,290,1.103942652,32.6437276,6.75,19.31111111,34.4
NR17C2aF35P004,umudike,17,19,,2,19,5,5,3,1,2,6,0,1,5,2,5,2,5,5,2,0,1,7,7,4,160,190,148,2,1.8,1.2,4,1.2,2,2,6,3,1,920,90,1.108433735,33.35421687,1.5,20.25783133,
NR17C2aF99P002,umudike,18,19,,2,19,6,0,1,10,2,10,0,1,2,2,3,2,7,8,2,0,1,7,7,8,146,154,159,3,6.8,9,4,7.8,5,1,27,3,NA,2950,380,1.147859922,39.59143969,11.25,28.5688716,39.7
NR17C2aF61P009,umudike,19,19,,2,19,7,0,1,0,1,9,0,1,5,2,8,2,5,8,2,0,1,7,7,7,124,150,146,3,3,12,16,10.6,4,2,21,3,NA,3500,330,1.104100946,32.66876972,15,19.3444795,39.76
NR17C2aF79P008,umudike,20,19,,2,19,8,0,1,6,2,6,2,2,5,2,5,3,5,5,2,0,1,7,7,5,106,136,140,2,2.4,7.2,11,6.8,5,1,15,3,NA,3780,247,1.069912256,27.26011888,9,12.13750354,35.16
NR17C2aF7P023,umudike,21,19,,2,19,9,1,4,1,2,1,1,3,1,2,1,3,3,1,2,1,3,5,5,1,70,NA,NA,1,,,,,,,,,,,,NA,NA,,,
NR17C2aF90P007,umudike,22,19,,2,19,10,0,1,10,2,10,0,1,2,2,7,3,7,7,2,0,1,7,7,8,196,130,194,3,10.8,13.2,17,11.2,5,2,26,3,NA,4210,350,1.090673575,30.54455959,16.5,16.51398964,37
NR17C2aF10P021,umudike,23,19,,2,19,11,0,1,6,2,6,0,1,5,2,3,2,5,5,2,0,1,5,5,5,93,130,124,2,1,2.6,6,2,2,1,11,3,NA,2270,230,1.112745098,34.03627451,3.25,21.16666667,34.3
NR17C2aF16P013,umudike,24,19,,2,19,12,0,1,0,1,8,0,1,1,2,5,3,7,4,2,0,1,7,7,4,142,192,123,2,6,11,17,11,3,1,17,3,NA,3170,310,1.108391608,33.34755245,13.75,20.24895105,41.21
NR17C2aF46P005,umudike,25,20,,2,20,12,1,2,4,2,8,0,1,3,2,7,3,5,7,2,0,1,7,7,7,175,140,131,1,5,8.2,10,6,5,2,22,3,NA,2410,220,1.100456621,32.09223744,10.25,18.57625571,41.81
NR17C2aF62P024,umudike,26,20,,2,20,11,1,3,1,2,5,0,1,1,2,1,2,5,0,1,0,1,0,0,NA,NA,NA,NA,NA,,,,,,,,,,,,NA,NA,,,
NR17C2aF89P009,umudike,27,20,,2,20,10,0,1,3,2,6,0,1,4,3,4,3,5,3,2,0,1,7,7,4,147,152,145,1,2.4,6.2,6,5.4,2,1,9,3,NA,3670,400,1.122324159,35.55168196,7.75,23.18593272,40.81
NR17C2aF89P008,umudike,28,20,,2,20,9,0,1,2,2,4,0,1,4,2,4,3,5,4,2,0,1,7,7,3,177,125,160,2,3.2,6.4,8,6.2,2,1,14,3,NA,3200,340,1.118881119,35.00699301,8,22.46013986,41.8
NR17C2aF7P058,umudike,29,20,,2,20,8,0,1,4,2,10,0,1,1,2,7,2,3,8,2,0,1,5,5,8,123,104,92,1,2.8,11.6,24,7.4,6,2,41,3,NA,2270,190,1.091346154,30.65096154,14.5,16.65576923,22.33
NR17C2aF66P002,umudike,30,20,,2,20,7,0,1,3,2,6,0,1,2,2,5,4,5,5,2,0,1,5,5,4,140,180,123,3,2.4,4.4,8,3.8,4,1,14,3,NA,2790,180,1.068965517,27.11034483,5.5,11.93793103,29.15
NR17C2aF6P007,umudike,31,20,,2,20,6,0,1,1,2,5,0,1,3,2,3,2,3,3,2,0,1,5,5,3,116,106,103,1,1.2,4.2,6,3.8,2,2,10,3,NA,1910,210,1.123529412,35.74235294,5.25,23.44,38.3
NR17C2aF7P050,umudike,32,20,,2,20,5,0,1,0,1,5,0,1,2,2,4,3,3,4,2,0,1,5,5,4,99,110,70,3,1.6,3.8,4,2.6,2,2,8,3,NA,2770,250,1.099206349,31.89444444,4.75,18.31269841,30.82
NR17C2aF7P045,umudike,33,20,,2,20,4,0,1,6,2,8,0,1,4,2,5,2,3,2,2,0,1,5,5,3,119,99,76,1,0.2,3.2,5,2.8,2,1,8,3,1,2350,270,1.129807692,36.73557692,4,24.76346154,41.86
NR17C2aF15P033,umudike,34,20,,2,20,3,0,1,2,2,4,0,1,2,2,2,3,3,2,2,0,1,5,5,2,104,140,NA,3,0.4,0.8,2,0.6,1,1,4,3,NA,,,NA,NA,,,35.71
NR17C2aF89P034,umudike,35,20,,2,20,2,0,1,0,1,4,0,1,1,2,4,2,3,3,2,0,1,5,5,2,70,120,NA,3,0.8,1.8,3,1.4,2,1,4,3,NA,1610,190,1.133802817,37.36760563,2.25,25.6056338,41.45
NR17C2aF91P004,umudike,36,20,,2,20,1,0,1,0,1,10,0,1,2,2,8,2,5,8,2,0,1,7,7,8,138,134,130,3,4.8,9.8,17,5.8,7,2,30,3,NA,2330,240,1.114832536,34.36650718,12.25,21.60669856,36.75
